"country_code","month","day","relative_active_users"
country32,1,10,0.00623487468291445273
country48,5,18,0.000033112424120445390932
country114,4,29,0.000003895579308287693051
country181,1,24,0.00052005983765640702
country107,5,2,0.00155433614400678953
country169,6,10,0.00299764827772737980
country57,3,17,0.00246784949180025355
country118,1,30,0.000007791158616575386102
country122,5,16,0.000038955793082876930508
country219,3,23,0.00017919664818123388
country31,5,28,0.00011686737924863079
country57,3,1,0.00249511854695826740
country229,3,14,0.00014608422406078849
country120,6,29,0.00913318568828049636
country227,4,29,0.00015192759302322003
country3,6,14,0.00258861245035717203
country39,5,18,0.00069730869618349706
country216,6,24,0.000003895579308287693051
country204,1,27,0.000007791158616575386102
country12,2,2,0.00012660632751935002
country133,4,24,0.000017530106887294618729
country203,3,15,0.000009738948270719232627
country212,4,24,0.000015582317233150772203
country89,4,8,0.000001947789654143846525
country31,2,22,0.00010518064132376771
country27,5,29,0.000003895579308287693051
country81,4,28,0.000001947789654143846525
country232,2,19,0.000009738948270719232627
country13,3,13,0.000021425686195582311779
country203,1,4,0.000015582317233150772203
country187,2,25,0.000001947789654143846525
country6,6,28,0.00272690551580138514
country186,2,5,0.000003895579308287693051
country141,5,1,0.02868704602623057163
country90,2,18,0.00030385518604644006
country185,3,29,0.00612190288297410963
country30,3,27,0.00045773056872380393
country157,2,13,0.00028048171019671390
country47,4,17,0.00010128506201548002
country66,4,3,0.00691270548255651132
country139,2,5,0.00067198743067962705
country151,3,2,0.000029216844812157697881
country198,4,4,0.000017530106887294618729
country141,3,2,0.02965120190503177566
country63,4,27,0.00011686737924863079
country82,2,6,0.000009738948270719232627
country128,6,12,0.000007791158616575386102
country82,2,12,0.000011686737924863079152
country228,2,8,0.00151148477161562490
country54,3,14,0.000021425686195582311779
country3,6,15,0.00251459644349970586
country77,4,15,0.00032722866189616622
country4,6,7,0.000027269055158013851356
country176,5,30,0.00188351259555709959
country168,2,26,0.00262756824344004896
country119,1,28,0.00015971875163979542
country209,1,18,0.01837155201788476043
country211,2,8,0.00367937465667772609
country217,4,6,0.00603230455888349269
country28,6,1,0.00099532051326750557
country60,5,19,0.00195558081276042191
country109,3,18,0.01783006649403277109
country152,3,22,0.000031164634466301544406
country190,5,30,0.000001947789654143846525
country7,6,1,0.00917214148136337329
country49,5,25,0.000081807165474041554067
country26,3,9,0.000021425686195582311779
country149,3,28,0.000089598324090616940168
country211,4,14,0.00332682472927768987
country109,6,24,0.01364426652727764491
country77,4,24,0.00036618445497904315
country151,6,13,0.000023373475849726158305
country17,3,24,0.00014997980336907618
country137,5,26,0.00398322984272416614
country155,1,16,0.000001947789654143846525
country226,3,19,0.00267041961583121359
country209,6,18,0.02068552612700765010
country140,2,26,0.000001947789654143846525
country58,3,4,0.000072068217203322321440
country128,3,1,0.000013634527579006925678
country116,3,26,0.000013634527579006925678
country5,4,28,0.00069730869618349706
country134,2,21,0.000011686737924863079152
country104,4,21,0.00318658387417933292
country60,4,30,0.00207244819200905270
country148,2,22,0.000046746951699452316609
country149,1,27,0.00012076295855691848
country221,4,3,0.000023373475849726158305
country127,6,8,0.00202570124030960039
country206,6,24,0.01215810302116589001
country42,4,30,0.00039540129979120084
country226,6,4,0.00222437578503227273
country148,2,18,0.000033112424120445390932
country179,2,4,0.00011297179994034310
country28,3,13,0.00093104345468075864
country13,3,28,0.000011686737924863079152
country175,6,18,0.00014218864475250080
country156,6,28,0.000017530106887294618729
country66,5,27,0.00667117956544267435
country179,3,31,0.000099337272361336172795
country63,5,31,0.00014413643440664464
country27,1,8,0.000007791158616575386102
country154,5,14,0.000001947789654143846525
country77,3,31,0.00032917645155031006
country216,6,13,0.000005843368962431539576
country124,1,9,0.00543043755575304411
country79,1,19,0.00013050190682763772
country229,6,20,0.00011102401028619925
country149,4,14,0.000097389482707192326270
country192,6,27,0.000003895579308287693051
country153,6,28,0.00204517913685103885
country183,2,17,0.00024152591711383697
country58,5,18,0.000054538110316027702711
country66,5,4,0.00607126035196636962
country69,5,16,0.000089598324090616940168
country68,4,23,0.000074016006857466167965
country120,5,29,0.01118031261478567906
country210,5,14,0.000023373475849726158305
country197,1,14,0.000062329268932603088813
country181,6,28,0.00069730869618349706
country79,5,31,0.00016361433094808311
country173,3,13,0.00015582317233150772
country52,5,8,0.09653050746971488995
country13,3,11,0.000019477896541438465254
country90,1,29,0.00029606402742986467
country111,6,20,0.00040124466875363238
country27,4,26,0.000001947789654143846525
country154,2,2,0.000001947789654143846525
country135,1,13,0.000060381479278459242287
country129,2,9,0.000015582317233150772203
country198,5,6,0.000007791158616575386102
country60,1,20,0.00240552022286765046
country26,5,17,0.000017530106887294618729
country170,1,20,0.00027658613088842621
country91,6,3,0.000025321265503870004830
country198,5,12,0.000005843368962431539576
country228,1,27,0.00148616350611175490
country191,4,11,0.000009738948270719232627
country196,4,25,0.000003895579308287693051
country226,1,21,0.00214256861955823118
country174,2,18,0.000005843368962431539576
country20,3,28,0.01684448492903598475
country13,6,23,0.000015582317233150772203
country87,5,9,0.000009738948270719232627
country36,3,30,0.000009738948270719232627
country122,2,5,0.000062329268932603088813
country222,4,25,0.000007791158616575386102
country101,1,15,0.00034865434809174853
country83,3,11,0.00124658537865206178
country125,1,16,0.000011686737924863079152
country102,2,20,0.00027853392054257005
country173,6,29,0.00019867454472267235
country160,1,30,0.00056485899970171549
country145,2,11,0.00025126486538455620
country19,5,4,0.000031164634466301544406
country66,1,22,0.00669065746198411281
country77,2,26,0.00038371456186633777
country175,1,5,0.00017335327921880234
country74,4,9,0.00161666541293939262
country210,1,16,0.000025321265503870004830
country153,1,8,0.00209776945751292271
country25,3,26,0.000011686737924863079152
country212,5,14,0.000011686737924863079152
country136,6,16,0.00018309222748952157
country143,3,19,0.000003895579308287693051
country5,1,28,0.00076742912373267553
country48,3,28,0.000025321265503870004830
country215,3,3,0.000040903582737020777033
country130,5,1,0.000058433689624315395762
country220,3,20,0.000005843368962431539576
country171,4,12,0.000003895579308287693051
country168,2,7,0.00262756824344004896
country138,6,25,0.00013829306544421310
country68,2,14,0.000054538110316027702711
country31,3,3,0.00011491958959448694
country102,5,15,0.00021230907230167927
country33,5,22,0.00331319020169868294
country89,6,23,0.000005843368962431539576
country114,3,21,0.000003895579308287693051
country8,2,4,0.000048694741353596163135
country212,3,30,0.000019477896541438465254
country65,3,2,0.000001947789654143846525
country203,3,30,0.000007791158616575386102
country139,5,10,0.00048305183422767394
country16,3,24,0.00381961551177608304
country120,5,8,0.01054143760822649740
country5,2,12,0.00081612386508627169
country119,5,11,0.00016945769991051465
country103,4,8,0.00084923628920671709
country59,3,22,0.000013634527579006925678
country57,5,17,0.00216594209540795734
country197,6,20,0.000054538110316027702711
country39,2,12,0.00103038072704209481
country71,1,15,0.00723993414445267753
country162,1,27,0.000095441693053048479744
country73,2,5,0.000040903582737020777033
country115,5,20,0.000009738948270719232627
country227,2,18,0.00023373475849726158
country49,2,17,0.000077911586165753861016
country28,6,10,0.00103622409600452635
country96,4,21,0.000001947789654143846525
country170,5,16,0.00026100381365527543
country137,1,7,0.00435720545631978468
country16,1,4,0.00343590094990974527
country30,2,3,0.00048305183422767394
country86,1,27,0.000037008003428733083982
country31,1,28,0.00011881516890277464
country172,2,23,0.000023373475849726158305
country103,6,27,0.00070509985480007244
country79,6,7,0.00013439748613592541
country157,5,10,0.00029216844812157698
country65,5,8,0.000009738948270719232627
country226,4,24,0.00196921534033942884
country183,2,26,0.00025516044469284389
country70,6,22,0.000001947789654143846525
country225,5,23,0.00014803201371493234
country19,5,18,0.000015582317233150772203
country215,5,16,0.000072068217203322321440
country197,4,1,0.000062329268932603088813
country28,2,12,0.00117841274075702715
country97,2,28,0.000015582317233150772203
country183,6,12,0.00027269055158013851
country210,1,17,0.000027269055158013851356
country110,3,14,0.000060381479278459242287
country144,5,28,0.00133618370274267872
country140,5,4,0.000001947789654143846525
country43,2,24,0.00814176075432127848
country63,4,10,0.00014413643440664464
country131,5,3,0.000005843368962431539576
country27,1,23,0.000001947789654143846525
country152,3,9,0.000019477896541438465254
country197,1,3,0.000064277058586746935338
country189,1,19,0.000005843368962431539576
country138,3,2,0.000099337272361336172795
country197,6,17,0.000054538110316027702711
country221,4,8,0.000019477896541438465254
country157,5,15,0.00031943750327959083
country31,3,27,0.00010712843097791156
country138,5,22,0.00011297179994034310
country65,2,11,0.000007791158616575386102
country91,6,13,0.000031164634466301544406
country7,4,20,0.01018304431186402963
country221,5,6,0.000021425686195582311779
country203,1,22,0.000005843368962431539576
country115,4,2,0.000011686737924863079152
country164,6,29,0.00378260750834734995
country201,6,21,0.000011686737924863079152
country55,6,21,0.000029216844812157697881
country153,3,18,0.00211529956440021733
country45,1,31,0.00887218187462522092
country141,4,17,0.02821178535061947307
country44,3,23,0.00044993941010722855
country133,5,31,0.000009738948270719232627
country114,5,8,0.000003895579308287693051
country211,4,17,0.00373586055664789764
country77,5,12,0.00030190739639229621
country174,6,21,0.000003895579308287693051
country117,2,23,0.000001947789654143846525
country83,2,10,0.00112971799940343098
country117,3,19,0.000001947789654143846525
country113,1,26,0.00233929537462675968
country171,3,19,0.000001947789654143846525
country133,5,27,0.000003895579308287693051
country164,2,28,0.00408451490473964616
country94,3,4,0.000027269055158013851356
country129,5,12,0.000011686737924863079152
country86,5,21,0.000052590320661883856186
country119,5,3,0.00016166654129393926
country137,1,11,0.00431824966323690775
country192,4,7,0.000003895579308287693051
country106,5,3,0.000060381479278459242287
country150,3,30,0.000007791158616575386102
country125,5,22,0.000011686737924863079152
country144,1,4,0.00147837234749517951
country3,1,5,0.00299570048807323596
country37,6,3,0.00017140548956465849
country47,5,8,0.00011686737924863079
country121,4,9,0.000001947789654143846525
country111,6,11,0.00045967835837794778
country229,1,18,0.00013439748613592541
country36,1,18,0.000007791158616575386102
country231,5,22,0.000017530106887294618729
country192,1,21,0.000003895579308287693051
country52,4,10,0.12196669256317938173
country83,1,3,0.00105959757185425251
country60,1,6,0.00225748820915271812
country125,2,25,0.000009738948270719232627
country89,3,28,0.000005843368962431539576
country158,4,16,0.000005843368962431539576
country77,1,21,0.00040319245840777623
country133,4,10,0.000013634527579006925678
country163,5,5,0.000046746951699452316609
country159,3,10,0.01576735725029443762
country114,4,28,0.000003895579308287693051
country197,6,26,0.000054538110316027702711
country125,5,14,0.000011686737924863079152
country57,5,29,0.00242694590906323277
country183,3,18,0.00026489939296356313
country145,4,3,0.00021425686195582312
country205,5,10,0.000021425686195582311779
country42,2,28,0.00046746951699452317
country156,6,6,0.000015582317233150772203
country44,4,24,0.00036034108601661161
country125,1,29,0.000013634527579006925678
country86,4,18,0.000038955793082876930508
country85,2,16,0.00479935370781043784
country138,4,8,0.000089598324090616940168
country3,4,22,0.00289051984674946824
country81,2,28,0.000001947789654143846525
country139,5,29,0.00055122447212270857
country157,6,20,0.00031943750327959083
country126,1,12,0.00049279078249839317
country189,4,9,0.000007791158616575386102
country148,3,23,0.000023373475849726158305
country136,3,22,0.00023373475849726158
country63,4,19,0.00011881516890277464
country229,2,6,0.00015777096198565157
country12,2,24,0.00012855411717349387
country22,4,16,0.000062329268932603088813
country7,5,23,0.01027069484630050273
country223,6,16,0.00269574088133508359
country64,2,18,0.000044799162045308470084
country52,2,2,0.12148558851860585164
country212,4,16,0.000007791158616575386102
country86,5,1,0.000040903582737020777033
country33,5,4,0.00328592114654066909
country163,1,20,0.000083754955128185400592
country14,2,1,0.00109076220632055405
country133,2,4,0.000013634527579006925678
country229,4,16,0.00013439748613592541
country223,5,25,0.00225164484019028658
country180,2,3,0.00086481860643986786
country118,2,12,0.000007791158616575386102
country38,2,24,0.000003895579308287693051
country100,1,14,0.00010128506201548002
country166,4,10,0.00023568254815140543
country226,4,21,0.00180170543008305804
country13,5,15,0.000007791158616575386102
country112,1,5,0.00028242949985085775
country79,4,22,0.00014803201371493234
country20,6,6,0.01614133286389005616
country50,5,30,0.00015582317233150772
country64,3,18,0.000054538110316027702711
country2,3,1,0.07400237232988716104
country124,3,1,0.00588232475551441651
country20,3,2,0.01655426427056855162
country98,5,18,0.00011491958959448694
country29,5,1,0.000001947789654143846525
country14,4,17,0.00086481860643986786
country146,5,9,0.000031164634466301544406
country120,2,22,0.01152312359391499604
country43,5,28,0.00753405038222839836
country232,5,20,0.000017530106887294618729
country90,2,4,0.00032722866189616622
country129,3,22,0.000023373475849726158305
country69,3,22,0.000054538110316027702711
country109,2,23,0.01929480431394894368
country154,2,5,0.000001947789654143846525
country62,5,31,0.000001947789654143846525
country208,2,13,0.00048499962388181778
country61,3,26,0.01171011140071280531
country7,3,16,0.01127964988714701523
country183,4,16,0.00021230907230167927
country162,4,20,0.000050642531007740009660
country64,5,29,0.000056485899970171549236
country104,4,25,0.00373586055664789764
country28,2,14,0.00105180641323767712
country49,2,26,0.00010128506201548002
country76,4,21,0.000001947789654143846525
country230,1,30,0.000001947789654143846525
country26,3,17,0.000013634527579006925678
country201,1,5,0.000009738948270719232627
country223,2,16,0.00215425535748309426
country77,4,13,0.00030969855500887160
country66,4,1,0.00697503475148911441
country61,1,21,0.00907669978831032481
country114,4,20,0.000001947789654143846525
country200,6,18,0.000011686737924863079152
country176,6,7,0.00192831175760240806
country54,4,25,0.000019477896541438465254
country219,1,11,0.00019088338610609696
country134,4,19,0.000007791158616575386102
country60,4,10,0.00228865284361901967
country38,6,26,0.000001947789654143846525
country155,4,4,0.000005843368962431539576
country51,1,22,0.00507593983869886405
country205,5,7,0.000031164634466301544406
country78,3,9,0.00012660632751935002
country41,1,21,0.000001947789654143846525
country102,5,28,0.00022789138953483004
country71,6,5,0.00529604006961711870
country230,2,9,0.000001947789654143846525
country191,2,14,0.000007791158616575386102
country48,2,6,0.000023373475849726158305
country49,2,25,0.000081807165474041554067
country28,4,5,0.00082781060301113477
country126,6,29,0.00049279078249839317
country115,2,4,0.000013634527579006925678
country154,6,21,0.000003895579308287693051
country54,5,25,0.000013634527579006925678
country157,2,11,0.00019088338610609696
country85,1,7,0.00503698404561598711
country5,5,21,0.00072652554099565475
country152,4,27,0.000013634527579006925678
country56,4,15,0.000009738948270719232627
country198,1,22,0.000023373475849726158305
country227,5,22,0.00016945769991051465
country169,6,29,0.00402413342546118692
country210,5,29,0.000021425686195582311779
country25,1,3,0.000003895579308287693051
country36,3,3,0.000009738948270719232627
country191,1,16,0.000023373475849726158305
country57,6,16,0.00222437578503227273
country168,6,12,0.00283598173643344054
country142,2,5,0.00132644475447195948
country111,6,7,0.00038566235152048161
country231,5,1,0.000015582317233150772203
country10,4,25,0.000001947789654143846525
country181,4,8,0.00059407584451387319
country27,5,26,0.000001947789654143846525
country181,5,27,0.00059991921347630473
country177,6,13,0.00251459644349970586
country81,2,21,0.000001947789654143846525
country84,1,11,0.000001947789654143846525
country201,2,28,0.000003895579308287693051
country29,4,29,0.000001947789654143846525
country153,2,26,0.00220879346779912196
country119,5,30,0.00017140548956465849
country91,2,28,0.000037008003428733083982
country5,6,27,0.00062718826863431858
country231,4,9,0.000015582317233150772203
country218,1,23,0.000062329268932603088813
country28,3,22,0.00095441693053048480
country86,4,11,0.000035060213774589237457
country113,5,12,0.00192636396794826421
country37,6,26,0.00018504001714366542
country35,3,28,0.00085702744782329247
country30,1,9,0.00050252973076911240
country146,5,18,0.000038955793082876930508
country203,3,14,0.000005843368962431539576
country207,3,11,0.02001743427563631074
country3,6,25,0.00247564065041682893
country41,6,4,0.000001947789654143846525
country81,3,25,0.000001947789654143846525
country26,4,4,0.000017530106887294618729
country177,6,2,0.00227307052638586890
country204,2,4,0.000007791158616575386102
country81,3,30,0.000001947789654143846525
country91,4,27,0.000017530106887294618729
country190,1,4,0.000001947789654143846525
country227,2,28,0.00024152591711383697
country67,6,18,0.000011686737924863079152
country103,3,15,0.00077911586165753861
country119,5,26,0.00018504001714366542
country227,2,8,0.00020451791368510389
country21,1,24,0.000005843368962431539576
country182,1,10,0.00029801181708400852
country217,6,27,0.00616085867605698656
country2,1,22,0.07606118599431720682
country219,1,19,0.00019477896541438465
country11,4,14,0.01156402717665201682
country75,3,5,0.000001947789654143846525
country147,4,25,0.00019283117576024081
country207,5,8,0.01513043003338939981
country116,5,29,0.000007791158616575386102
country42,5,9,0.00038176677221219392
country58,4,25,0.000054538110316027702711
country106,2,26,0.000081807165474041554067
country143,6,21,0.000003895579308287693051
country4,4,18,0.000023373475849726158305
country19,2,25,0.000017530106887294618729
country27,2,2,0.000003895579308287693051
country149,3,11,0.00011881516890277464
country168,3,25,0.00268405414341022051
country119,3,26,0.00018893559645195311
country154,1,24,0.000001947789654143846525
country136,4,18,0.00014608422406078849
country228,6,7,0.00124853316830620562
country50,6,2,0.00016166654129393926
country170,5,11,0.00025710823434698774
country131,2,11,0.000007791158616575386102
country55,6,25,0.000035060213774589237457
country118,3,9,0.000001947789654143846525
country156,6,5,0.000011686737924863079152
country42,4,2,0.00045383498941551624
country124,2,1,0.00541485523851989334
country129,5,24,0.000019477896541438465254
country134,5,9,0.000003895579308287693051
country189,4,10,0.000005843368962431539576
country18,4,16,0.00751846806499524759
country218,3,17,0.000048694741353596163135
country137,2,16,0.00422280797018385927
country208,3,13,0.00049279078249839317
country185,1,5,0.00582194327623595726
country166,2,18,0.00022789138953483004
country42,1,22,0.00047720846526524240
country140,2,7,0.000001947789654143846525
country212,6,25,0.000013634527579006925678
country76,4,23,0.000001947789654143846525
country211,4,12,0.00344369210852632066
country46,1,13,0.00034086318947517314
country137,1,24,0.00464353053547893012
country7,5,19,0.01036613653935355121
country108,3,11,0.00966688005351591031
country207,3,6,0.02133803566114583869
country90,3,4,0.00033112424120445391
country26,6,26,0.000031164634466301544406
country125,4,17,0.000009738948270719232627
country59,3,5,0.000011686737924863079152
country55,4,9,0.000019477896541438465254
country197,1,10,0.000064277058586746935338
country129,1,7,0.000017530106887294618729
country147,6,18,0.00020646570333924773
country122,1,18,0.000064277058586746935338
country211,3,5,0.00372027823941474686
country126,4,8,0.00056096342039342780
country172,6,8,0.000005843368962431539576
country20,2,19,0.01745024751147472102
country109,4,1,0.01779500628025818186
country31,1,22,0.00013050190682763772
country16,6,1,0.00347096116368433451
country116,4,25,0.000013634527579006925678
country203,6,14,0.000001947789654143846525
country104,3,6,0.00426760713222916774
country221,3,13,0.000038955793082876930508
country77,5,1,0.00032333308258787852
country19,6,19,0.000029216844812157697881
country18,6,25,0.00817097759913343617
country81,2,1,0.000003895579308287693051
country35,4,4,0.00080248933750726477
country116,2,25,0.000011686737924863079152
country55,2,7,0.000023373475849726158305
country61,2,3,0.00987724133616344573
country142,6,11,0.00114140473732829406
country161,3,8,0.00291389332259919440
country102,3,23,0.00025516044469284389
country141,2,24,0.03115294772837668133
country86,6,28,0.000052590320661883856186
country205,3,15,0.000017530106887294618729
country179,3,14,0.00012076295855691848
country77,3,28,0.00037787119290390623
country22,3,24,0.000054538110316027702711
country51,5,10,0.00388584036001697382
country61,1,13,0.00855663995065391779
country31,5,26,0.00011297179994034310
country173,3,9,0.00012660632751935002
country152,3,18,0.000037008003428733083982
country74,5,1,0.00157186625089408415
country31,2,14,0.00013244969648178156
country95,6,17,0.000011686737924863079152
country44,4,12,0.00032528087224202237
country24,4,16,0.000001947789654143846525
country113,6,16,0.00236266885047648584
country51,5,14,0.00505256636284913789
country175,3,27,0.00013829306544421310
country199,1,2,0.000011686737924863079152
country4,2,16,0.000017530106887294618729
country54,3,3,0.000021425686195582311779
country190,4,2,0.000001947789654143846525
country42,3,4,0.00045383498941551624
country90,2,16,0.00028632507915914544
country59,2,18,0.000013634527579006925678
country40,2,25,0.000003895579308287693051
country151,6,8,0.000023373475849726158305
country185,5,8,0.00508957436627787097
country25,6,22,0.000007791158616575386102
country138,5,14,0.000093493903398904633219
country139,2,6,0.00063887500655918166
country116,5,8,0.000011686737924863079152
country207,2,3,0.01932986452772353292
country35,6,28,0.00076548133407853168
country64,4,4,0.000064277058586746935338
country160,5,3,0.00039150572048291315
country232,6,27,0.000007791158616575386102
country20,3,13,0.01964735424134897990
country74,4,19,0.00124268979934377408
country168,6,14,0.00294505795706549595
country168,3,29,0.00252238760211628125
country107,1,11,0.00158939635778137876
country37,1,18,0.00016556212060222695
country117,2,6,0.000001947789654143846525
country23,6,5,0.01106539302519119211
country120,2,11,0.01092320438043869131
country12,3,14,0.00011297179994034310
country91,5,9,0.000015582317233150772203
country211,6,14,0.00405919363923577616
country128,3,10,0.000013634527579006925678
country137,6,18,0.00429877176669546928
country227,4,25,0.00016945769991051465
country180,1,14,0.00086287081678572401
country225,3,31,0.00016945769991051465
country46,3,19,0.00037592340324976238
country130,4,3,0.000064277058586746935338
country183,4,1,0.00024542149642212466
country163,4,12,0.000054538110316027702711
country117,1,7,0.000001947789654143846525
country120,3,29,0.01188930804889403919
country25,1,7,0.000005843368962431539576
country210,4,27,0.000021425686195582311779
country173,5,5,0.00018893559645195311
country120,1,16,0.01112967008377793905
country173,5,30,0.00022010023091825466
country174,1,18,0.000003895579308287693051
country32,6,7,0.00547718450745249643
country106,4,8,0.000072068217203322321440
country60,3,30,0.00214062082990408733
country91,4,15,0.000035060213774589237457
country134,1,23,0.000013634527579006925678
country118,6,3,0.000001947789654143846525
country122,2,16,0.000064277058586746935338
country198,2,24,0.000019477896541438465254
country33,5,6,0.00324112198449536062
country200,5,16,0.000003895579308287693051
country208,5,15,0.00037981898255805007
country161,3,25,0.00269768867098922744
country115,6,22,0.000007791158616575386102
country157,5,25,0.00026100381365527543
country221,4,16,0.000025321265503870004830
country71,4,18,0.00496102024910437710
country156,5,18,0.000015582317233150772203
country83,4,23,0.00111024010286199252
country9,2,27,0.00153875382677363876
country14,1,7,0.00091546113744760787
country144,5,4,0.00129333233035151409
country33,3,25,0.00452666315623029933
country145,6,11,0.00030190739639229621
country95,6,5,0.000007791158616575386102
country45,3,1,0.00880400923673018629
country97,1,23,0.000019477896541438465254
country155,2,4,0.000005843368962431539576
country44,2,6,0.00042851372391164624
country117,1,3,0.000001947789654143846525
country130,1,12,0.000064277058586746935338
country183,6,6,0.00022789138953483004
country87,2,10,0.000013634527579006925678
country13,6,19,0.000025321265503870004830
country190,4,4,0.000001947789654143846525
country69,6,19,0.000091546113744760786694
country222,5,28,0.000011686737924863079152
country49,4,8,0.000072068217203322321440
country98,5,10,0.00012271074821106233
country217,3,15,0.00586869022793540958
country139,2,9,0.00054732889281442087
country199,4,7,0.000005843368962431539576
country59,1,6,0.000017530106887294618729
country223,3,26,0.00268405414341022051
country27,6,10,0.000003895579308287693051
country22,3,22,0.000052590320661883856186
country226,3,24,0.00250485749522898663
country101,5,24,0.00032528087224202237
country50,1,28,0.00017335327921880234
country170,5,9,0.00023373475849726158
country198,5,14,0.000017530106887294618729
country205,1,23,0.000027269055158013851356
country104,2,3,0.00372612160837717840
country140,1,20,0.000001947789654143846525
country180,1,4,0.00078495923061997015
country166,4,22,0.00022983917918897389
country24,6,3,0.000001947789654143846525
country154,4,28,0.000007791158616575386102
country84,2,17,0.000001947789654143846525
country217,2,7,0.00595828855202602652
country172,3,5,0.000011686737924863079152
country181,5,13,0.00062913605828846243
country43,5,23,0.00668286630336753743
country163,4,11,0.000052590320661883856186
country46,4,1,0.00026489939296356313
country43,2,13,0.00918967158825066791
country107,5,30,0.00151148477161562490
country74,4,25,0.00130307127862223333
country73,1,26,0.000046746951699452316609
country63,1,18,0.00016556212060222695
country221,5,5,0.000019477896541438465254
country170,3,22,0.00034865434809174853
country126,4,9,0.00060965816174702396
country226,5,24,0.00188156480590295574
country11,2,25,0.01294695783109414785
country147,3,22,0.00022010023091825466
country192,3,15,0.000001947789654143846525
country228,1,17,0.00150758919230733721
country50,2,9,0.00014218864475250080
country40,2,15,0.000003895579308287693051
country194,3,24,0.00612579846228239732
country204,6,25,0.000015582317233150772203
country225,1,9,0.00019867454472267235
country82,4,14,0.000015582317233150772203
country22,1,20,0.000044799162045308470084
country45,4,19,0.01018888768082646117
country153,5,27,0.00186987806797809266
country109,6,3,0.01456946661299597201
country86,1,13,0.000046746951699452316609
country115,6,11,0.000017530106887294618729
country106,1,18,0.000070120427549178474914
country3,3,17,0.00327618219826994986
country151,5,16,0.000021425686195582311779
country63,1,22,0.00018893559645195311
country168,2,18,0.00244837159525881508
country139,1,20,0.00055901563073928395
country69,4,9,0.000072068217203322321440
country110,2,13,0.000070120427549178474914
country196,2,11,0.000003895579308287693051
country163,4,27,0.000044799162045308470084
country141,2,16,0.03128929300416675058
country208,1,22,0.00041293140667849546
country96,2,19,0.000003895579308287693051
country121,3,12,0.000001947789654143846525
country188,1,23,0.000001947789654143846525
country183,5,23,0.00021425686195582312
country174,3,21,0.000001947789654143846525
country196,3,22,0.000003895579308287693051
country134,3,27,0.000011686737924863079152
country175,6,17,0.00013050190682763772
country112,6,17,0.00028437728950500159
country207,4,2,0.01995315721704956381
country136,5,9,0.00012855411717349387
country167,1,29,0.000038955793082876930508
country50,4,17,0.00016361433094808311
country232,3,13,0.000005843368962431539576
country157,4,6,0.00025905602400113159
country14,4,1,0.00102064177877137558
country47,6,7,0.00014997980336907618
country3,2,13,0.00436889219424464776
country160,3,7,0.00038566235152048161
country83,3,15,0.00121736853383990408
country44,1,15,0.00043630488252822162
country39,5,26,0.00066809185137133936
country149,5,20,0.00013634527579006926
country223,2,27,0.00262562045378590512
country175,4,11,0.00010712843097791156
country200,1,3,0.000011686737924863079152
country169,4,18,0.00284182510539587208
country203,4,22,0.000005843368962431539576
country129,6,3,0.000027269055158013851356
country185,2,22,0.00691854885151894286
country68,3,25,0.000068172637895034628389
country45,5,13,0.01005643798434467961
country104,2,16,0.00365210560151971224
country148,3,8,0.000031164634466301544406
country54,1,19,0.000019477896541438465254
country71,3,7,0.00689907095497750439
country19,6,16,0.000027269055158013851356
country163,5,20,0.000085702744782329247117
country79,4,15,0.00014803201371493234
country102,5,26,0.00018114443783537773
country173,5,10,0.00018309222748952157
country107,3,20,0.00167899468187199570
country100,2,8,0.00011881516890277464
country112,3,3,0.00034475876878346083
country74,6,4,0.00143162539579572720
country127,1,15,0.00275222678130525514
country172,4,3,0.000013634527579006925678
country169,5,15,0.00304244743977268827
country148,6,28,0.000046746951699452316609
country201,2,4,0.000005843368962431539576
country2,1,19,0.07085279645913656121
country213,6,25,0.000001947789654143846525
country51,4,29,0.00451692420795958009
country229,6,7,0.00010518064132376771
country215,6,30,0.000056485899970171549236
country110,6,2,0.000077911586165753861016
country46,1,31,0.00034865434809174853
country97,6,7,0.000029216844812157697881
country230,1,10,0.000003895579308287693051
country23,4,10,0.01184840446615701841
country211,4,3,0.00398907321168659768
country161,3,7,0.00302686512253953750
country19,6,17,0.000029216844812157697881
country225,2,22,0.00019088338610609696
country225,5,26,0.00013244969648178156
country96,2,18,0.000003895579308287693051
country199,3,21,0.000005843368962431539576
country212,2,28,0.000019477896541438465254
country5,6,30,0.00064082279621332551
country148,2,17,0.000046746951699452316609
country189,1,13,0.000003895579308287693051
country181,2,4,0.00055317226177685241
country11,6,24,0.01087061405977680746
country51,4,14,0.00425786818395844850
country155,2,7,0.000011686737924863079152
country42,4,11,0.00036813224463318699
country209,3,17,0.01761191405276866028
country100,2,14,0.00013244969648178156
country54,4,8,0.000017530106887294618729
country133,3,2,0.000011686737924863079152
country50,2,7,0.00016945769991051465
country96,4,14,0.000001947789654143846525
country156,3,15,0.000013634527579006925678
country32,4,26,0.00507009646973643251
country46,1,1,0.00033112424120445391
country68,2,22,0.000064277058586746935338
country196,4,5,0.000005843368962431539576
country209,2,6,0.01920325820020418289
country148,3,9,0.000029216844812157697881
country87,4,24,0.000025321265503870004830
country90,4,16,0.00034865434809174853
country140,3,19,0.000003895579308287693051
country32,2,12,0.00594075844513873190
country71,5,2,0.00472338991129882782
country96,5,7,0.000005843368962431539576
country86,2,16,0.000035060213774589237457
